Dataset,Samples,Avg RMSE,Std RMSE,Avg MAE,Std MAE,Avg R2,Std R2,Avg Train Time
dataset_44956.csv,4177,2.063151995796116,0.121146316570859,1.4215057492256165,0.06358136189770185,0.5866886675357819,0.03227949264147493,0.4826371598988771
dataset_44957.csv,1503,0.9277254075073346,0.13674883885647293,0.6003342654953845,0.08153827438702621,0.9815731161114281,0.004817769298154092,0.252298156125471
dataset_44958.csv,2043,777.1950995024124,150.58138325475198,316.6463661158049,58.5832163842911,0.9941988298376071,0.0019274495191091967,0.35479623936116694
dataset_44959.csv,1030,3.662038922051169,0.5473764659498991,2.1636575563193885,0.2201227984708995,0.9497971146809625,0.016003671579815155,0.2491696990095079
dataset_44963.csv,45730,3.211553158782152,0.06573720794895897,2.0374846237597777,0.0395847835293071,0.7243139066165831,0.00834336084788156,8.875346502475441
dataset_44964.csv,21263,9.136898243158926,0.39976003335799115,5.058127619253588,0.14616658366680185,0.9286034487535281,0.0070885463112259715,61.74909109533765
dataset_44965.csv,1059,14.482177072570996,1.8431532583942503,9.68715646893962,1.0528368308058316,0.3620153636449269,0.10177246302933193,1.7019318544771522
dataset_44969.csv,11934,0.00014635827687639618,5.264384477786693e-06,0.00010940988808079968,2.515897511541237e-06,0.9999007754856984,7.96189565756355e-06,1.2819814891088754
dataset_44973.csv,10000,0.005721240602414858,0.0003856762050768016,0.003719379256054539,0.0002794262835482614,0.9759101226967276,0.0026450694916136364,0.8533054577652365
dataset_44976.csv,48933,2.327097952645663,0.08015574061220702,1.3471464128211381,0.035989207606083574,0.9870404475296783,0.0007690542072935521,19.292319497512654
dataset_44977.csv,20640,41806.05870743255,1967.482822321145,25630.066477599623,1270.2472328375777,0.868515592036719,0.009894204389259444,6.51877439180389
dataset_44978.csv,8192,2.6462717299310663,0.14296788192988155,1.7221800208091735,0.07495795671894903,0.9791301727294922,0.001352782916766473,1.131602400774136
dataset_44979.csv,53940,514.5535771527362,16.70519929033901,255.9829786601224,5.72544333383048,0.983342837546488,0.001079396926775698,8.885667573660612
dataset_44980.csv,8192,0.06880988429412427,0.002602178733773687,0.05358392874502288,0.0020606889434831876,0.9315694824665505,0.00507000189088607,0.5228948283474892
dataset_44981.csv,8192,0.02097133641215365,0.0005210913951239194,0.016671320592408508,0.0005202217316479287,0.6583587503276992,0.02260128325943997,1.3835901090875269
dataset_44983.csv,13932,84672.65656574418,8497.561481624962,38609.58730094608,2100.7101967619105,0.9283922082066292,0.010487653005230382,10.48006133553572
dataset_44984.csv,28155,379.08757812625237,50.61935789789807,220.98207278724985,5.036459344177213,0.29814204445704817,0.05030129939521137,6.509761984087527
dataset_44987.csv,1156,12.799660883829565,7.308296515517302,4.542123955665995,1.6146467407504257,0.8981722540463976,0.05809031628587888,0.25933148749172685
dataset_44989.csv,21613,116992.819817184,8550.403431841072,58207.495671907825,1359.1832674716982,0.8977193525563821,0.012992727516462578,14.857125362474472
dataset_44990.csv,10692,7797.79150930063,9004.006036036297,1538.13561547455,300.05182416913254,0.6331607435300692,0.20465411019207616,0.7207480799872428
dataset_44992.csv,24624,1.923043739450253,0.22219250071664093,0.8016266296767395,0.03692499694957942,0.9987474764107647,0.0002739976411592922,22.37036724789068
dataset_44993.csv,22272,14.434745067900158,0.31630022996227153,11.075542640686034,0.2854488327289898,0.4043286144733429,0.021430592260093112,5.220224618725479
dataset_45012.csv,19178,10427.877544016315,1393.867751863084,3859.5164240865042,342.0213785688996,0.7095835303341584,0.01607168347411965,21.243748479289934
dataset_41021.csv,1232,20.844457005878866,1.4657445384317058,16.48752613067627,1.0585629114122972,0.9472718060016632,0.007437578149467924,0.36231750189326706
dataset_44960.csv,768,0.4101386745970669,0.06012500373328402,0.2799430482243156,0.03892593443010799,0.998257201519151,0.0005354627081609815,0.3139855985529721
dataset_44962.csv,517,45.776539427979216,44.34630694798492,15.039464026633791,8.016167526127996,-0.08534554446705332,0.20209186967591486,0.27930553085170684
dataset_44967.csv,649,2.7112071181903623,0.3241254594129899,1.9807036638259887,0.15783199120608818,0.23547765016555786,0.10522341711363867,0.45352108050137757
dataset_44970.csv,908,0.8477798123507734,0.10100445956237715,0.5850566268292685,0.05810549397069657,0.6512403893784565,0.08534995408533934,0.26387315047904847
dataset_44994.csv,804,2023.2748983465408,211.8921811914859,1373.0182207736545,143.46436414493056,0.9559564677449313,0.009380092368116358,0.2678192112129182
dataset_45402.csv,3107,0.09191517810996438,0.015868106671317148,0.06432608451714447,0.0027257825288710467,0.7829983076436152,0.04773913063423167,0.33106779246591034
